dataset_name,dataset_id,tissue_type,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,cell_count
A Single-Cell Transcriptome Atlas of the Human Pancreas,b07e5164-baf6-43d2-bdba-5a249d0da879,pancreas,UBERON:0001264,male,unknown,54-year-old human stage,unknown,CL:0002079,pancreatic ductal cell,39
A Single-Cell Transcriptome Atlas of the Human Pancreas,b07e5164-baf6-43d2-bdba-5a249d0da879,pancreas,UBERON:0001264,male,unknown,54-year-old human stage,unknown,CL:0002275,pancreatic PP cell,9
A Single-Cell Transcriptome Atlas of the Human Pancreas,b07e5164-baf6-43d2-bdba-5a249d0da879,pancreas,UBERON:0001264,male,unknown,54-year-old human stage,unknown,CL:0008019,mesenchymal cell,1
A Single-Cell Transcriptome Atlas of the Human Pancreas,b07e5164-baf6-43d2-bdba-5a249d0da879,pancreas,UBERON:0001264,male,unknown,54-year-old human stage,unknown,CL:0008024,pancreatic endocrine cell,1
A Single-Cell Transcriptome Atlas of the Human Pancreas,b07e5164-baf6-43d2-bdba-5a249d0da879,pancreas,UBERON:0001264,male,unknown,59-year-old human stage,unknown,CL:0000115,endothelial cell,9
A Single-Cell Transcriptome Atlas of the Human Pancreas,b07e5164-baf6-43d2-bdba-5a249d0da879,pancreas,UBERON:0001264,male,unknown,59-year-old human stage,unknown,CL:0000169,type B pancreatic cell,159
A Single-Cell Transcriptome Atlas of the Human Pancreas,b07e5164-baf6-43d2-bdba-5a249d0da879,pancreas,UBERON:0001264,male,unknown,59-year-old human stage,unknown,CL:0000171,pancreatic A cell,209
A Single-Cell Transcriptome Atlas of the Human Pancreas,b07e5164-baf6-43d2-bdba-5a249d0da879,pancreas,UBERON:0001264,male,unknown,59-year-old human stage,unknown,CL:0000173,pancreatic D cell,44
A Single-Cell Transcriptome Atlas of the Human Pancreas,b07e5164-baf6-43d2-bdba-5a249d0da879,pancreas,UBERON:0001264,male,unknown,59-year-old human stage,unknown,CL:0002064,pancreatic acinar cell,106
A Single-Cell Transcriptome Atlas of the Human Pancreas,b07e5164-baf6-43d2-bdba-5a249d0da879,pancreas,UBERON:0001264,male,unknown,59-year-old human stage,unknown,CL:0002079,pancreatic ductal cell,106
A Single-Cell Transcriptome Atlas of the Human Pancreas,b07e5164-baf6-43d2-bdba-5a249d0da879,pancreas,UBERON:0001264,male,unknown,59-year-old human stage,unknown,CL:0002275,pancreatic PP cell,25
A Single-Cell Transcriptome Atlas of the Human Pancreas,b07e5164-baf6-43d2-bdba-5a249d0da879,pancreas,UBERON:0001264,male,unknown,59-year-old human stage,unknown,CL:0005019,pancreatic epsilon cell,1
A Single-Cell Transcriptome Atlas of the Human Pancreas,b07e5164-baf6-43d2-bdba-5a249d0da879,pancreas,UBERON:0001264,male,unknown,59-year-old human stage,unknown,CL:0008019,mesenchymal cell,21
A Single-Cell Transcriptome Atlas of the Human Pancreas,b07e5164-baf6-43d2-bdba-5a249d0da879,pancreas,UBERON:0001264,male,unknown,59-year-old human stage,unknown,CL:0008024,pancreatic endocrine cell,3
